id,GUSUM_precision,GUSUM_recall,GUSUM_F1
92c514c913c0bdfe25341af9fd72b29db544099b,0.2742857142857143,0.676056338028169,0.39024390243902446
2003841c7dc0e7c5b1a248f9cd536d727f27a45a,0.3471615720524017,0.7607655502392344,0.47676161919040483
91b7d2311527f5c2b63a65ca98d21d9c92485149,0.33240997229916897,0.5797101449275363,0.4225352112676056
caabf9cbdf96eb1410295a673e953d304391bfbb,0.28888888888888886,0.5542635658914729,0.3798140770252324
3da746a7d9afcaa659088c8366ef6347fe6b53ea,0.3262786596119929,0.5316091954022989,0.4043715846994535
5ed5e3fbd235a8046cd3b87f4a1aa51b856c8ec3,0.3673469387755102,0.5625,0.4444444444444445
6394f51b120ceb3da5e7b53dd5167fc4cf80b514,0.48663101604278075,0.3575638506876228,0.4122310305775765
98be9b2d558c17df8a13597195957a7c8587ddcd,0.1775244299674267,0.7569444444444444,0.287598944591029
57f68638739c3a1de8d9922b389d6ded39977012,0.25443786982248523,0.6120996441281139,0.3594566353187043
20778c35c19d741cc182719de336d71e1a0b228e,0.2634069400630915,0.5548172757475083,0.3572192513368984
61a24035b8cae4ee5fab3e79b4409c33e5259565,0.30142857142857143,0.5765027322404371,0.39587242026266417
f8179711ef608df3b003b001441eb68495f38d17,0.40763052208835343,0.8185483870967742,0.5442359249329759
67f7110c19df40e51f2a6ba92ad77356e510a4fb,0.4101123595505618,0.6636363636363637,0.5069444444444444
391b4610e3a9dcefd61e428155cc5afb2683124c,0.16319444444444445,0.7157360406091371,0.26578699340245054
f626c6096993940a7e4b124f6ccca0ae984ecdda,0.2712871287128713,0.6171171171171171,0.3768913342503439
9c6cc6f9b1c273e8c58cd6c0ca574d2aa9bf007b,0.35431918008784774,0.5721040189125296,0.437613019891501
e1e4e6adb91014e3979bcb9eb03cf20e21bf8ba4,0.48166259168704156,0.3862745098039216,0.42872687704026113
2095b287de8d95663bcf3e3bbd1b5767014a70ba,0.3655030800821355,0.5953177257525084,0.4529262086513995
a02e362c5b8f049848ce718b37b96117485461cf,0.33183856502242154,0.6065573770491803,0.4289855072463768
fa59225c6d3b15dc12986ed8c0d0447f84dbd514,0.36268343815513626,0.6134751773049646,0.45586297760210803
75fdaee82f6d0545a86b9d28b947186ce4b2a088,0.18253968253968253,0.7419354838709677,0.2929936305732484
42482902d939b1d1e1182a58a5b313fde9b8484f,0.2830188679245283,0.5689655172413793,0.37800687285223367
5c0000c2d4d327f62fbee252d4c749dc05c3adef,0.18806509945750452,0.7147766323024055,0.297780959198282
8cbab1e00c52ae5b6405e221fc0eefeae00e3454,0.3917748917748918,0.512022630834512,0.44389944819129373
2f714a80804beb25790b1cf681a00659a79308bb,0.1836734693877551,0.6885245901639344,0.2899884925201381
2456eb006797ddc4afc4e0533113c9167fbb24c7,0.2754491017964072,0.6244343891402715,0.38227146814404434
dffbeedddb9c088c2583f1ebe1a400d227fb3efa,0.3232876712328767,0.5315315315315315,0.40204429301533223
0e28a2e66c7fdbb795e067a8f4207ace4d186715,0.555327868852459,0.477112676056338,0.5132575757575757
a8eb7e7d14517a32761b8609a6f4b0b1c7de9597,0.26476190476190475,0.6289592760180995,0.3726541554959786
76e0aa30e7033a161a11ce7c4692822772f63ade,0.2578397212543554,0.6166666666666667,0.36363636363636365
7f53ab255bad30f06dccb9041db53f4b8f5ad29c,0.261101243339254,0.6837209302325581,0.37789203084832906
d4ae67cb89d437ae68092f3857f13412bc66468e,0.38223938223938225,0.5755813953488372,0.4593967517401392
e32ccb936e9e893c76d5617ce7ef93fb4cff073f,0.30145530145530147,0.7923497267759563,0.4367469879518073
c616ac720686f6bff26a9b26bd11f3f121e1680d,0.3920552677029361,0.5761421319796954,0.46659815005138744
e37141261ab4b869791fac5d23c9d0f159b5e101,0.15924276169265034,1.0,0.2747358309317963
7914d21928b792db0bcd960714eb5eb57b9eb1fa,0.3397312859884837,0.5071633237822349,0.40689655172413797
8a785f86259fbb58cea178a9f3bc3753cb98bf63,0.2988165680473373,0.6824324324324325,0.4156378600823045
dd6189ef1ef515107dce3b3a9182738754f80699,0.2580037664783427,0.6143497757847534,0.3633952254641909
6d5e7b866c0737dbd4e954edfc2d433a84a8ee8d,0.29402756508422667,0.553314121037464,0.384
2f846ec6c3c3b1fb9d8dd5b7d6059020921d379d,0.22996515679442509,0.6666666666666666,0.34196891191709844
3cdbd075ad223e7a4a41babbecb14983eafba1fd,0.23578947368421052,0.5773195876288659,0.3348281016442451
18f7505fa80eaa981a2f52fbb96fcea5908cd4ee,0.39227642276422764,0.5744047619047619,0.466183574879227
458950e2004f4ad45946df4786efcbb68d693dbe,0.28939393939393937,0.6121794871794872,0.39300411522633744
55bbb82735d7bdbad5ab14b9b41df1efe25bb5ec,0.22473604826546004,0.7233009708737864,0.3429228998849252
9b678de1b0800ff21214177b115f73ff0b9db2ea,0.3246527777777778,0.8423423423423423,0.46867167919799496
04310ac4c80c9a47db827a195de8f981eb81f4f9,0.26461538461538464,0.6490566037735849,0.37595628415300547
d9f303f58c644eab9e600cf36516a62936efb0eb,0.26211180124223604,0.6986754966887417,0.3812104787714544
009c2e265f3ed090d6e0a7afbe426dcf1f828558,0.25076923076923074,0.6014760147601476,0.35396308360477735
40aaac4df33e238efdecaed02c9adaa916975c2e,0.27927927927927926,0.8857142857142857,0.4246575342465753
00110802bc6eae0e8e4d3d22e27f458f41be2b22,0.3333333333333333,0.4916467780429594,0.39729990356798456
cf8157a090bf3f9f805d264a47c1cb3241274ce6,0.14942528735632185,0.7711864406779662,0.250343878954608
a7cbda50a150eeb6f12c65049a1b35cab06083eb,0.2850539291217257,0.6065573770491803,0.3878406708595387
2d8090d6e313140c83b04d80d450866584f725ee,0.326158940397351,0.6566666666666666,0.4358407079646018
80776790599b34cc1a3ac5f7a28a3f5a26ef4d78,0.30393996247654786,0.552901023890785,0.3922518159806296
56a5d6ac931556143bb0e4069121d98728910b76,0.3856920684292379,0.4670433145009416,0.4224872231686541
354b7d65124f39a56a37e2d67876c9762a096a8f,0.2974137931034483,0.6359447004608295,0.40528634361233484
e991a6d00e7063fa2755e37fca978652f4c0173c,0.21476510067114093,0.7218045112781954,0.33103448275862063
c51f8b7c4b9f8b669a5fff3e84313f4c7c915399,0.31042128603104213,0.639269406392694,0.41791044776119407
5716b8ef2065bd99b06c39fd0216361484283d26,0.34782608695652173,0.5637583892617449,0.43021766965428937
