id,GUSUM_precision,GUSUM_recall,GUSUM_F1
92c514c913c0bdfe25341af9fd72b29db544099b,0.11428571428571428,0.0392156862745098,0.0583941605839416
2003841c7dc0e7c5b1a248f9cd536d727f27a45a,0.43902439024390244,0.1978021978021978,0.2727272727272727
91b7d2311527f5c2b63a65ca98d21d9c92485149,0.17142857142857143,0.08955223880597014,0.11764705882352941
caabf9cbdf96eb1410295a673e953d304391bfbb,0.25,0.12790697674418605,0.16923076923076924
3da746a7d9afcaa659088c8366ef6347fe6b53ea,0.30158730158730157,0.18627450980392157,0.23030303030303031
5ed5e3fbd235a8046cd3b87f4a1aa51b856c8ec3,0.15217391304347827,0.10294117647058823,0.12280701754385966
6394f51b120ceb3da5e7b53dd5167fc4cf80b514,0.12244897959183673,0.1643835616438356,0.14035087719298242
98be9b2d558c17df8a13597195957a7c8587ddcd,0.39285714285714285,0.09243697478991597,0.14965986394557823
57f68638739c3a1de8d9922b389d6ded39977012,0.14,0.056451612903225805,0.08045977011494253
20778c35c19d741cc182719de336d71e1a0b228e,0.034482758620689655,0.015267175572519083,0.021164021164021163
61a24035b8cae4ee5fab3e79b4409c33e5259565,0.12698412698412698,0.06201550387596899,0.08333333333333334
f8179711ef608df3b003b001441eb68495f38d17,0.4583333333333333,0.24175824175824176,0.3165467625899281
67f7110c19df40e51f2a6ba92ad77356e510a4fb,0.2631578947368421,0.16129032258064516,0.19999999999999998
391b4610e3a9dcefd61e428155cc5afb2683124c,0.03333333333333333,0.006329113924050633,0.010638297872340425
f626c6096993940a7e4b124f6ccca0ae984ecdda,0.20930232558139536,0.09782608695652174,0.13333333333333333
9c6cc6f9b1c273e8c58cd6c0ca574d2aa9bf007b,0.43902439024390244,0.2926829268292683,0.35121951219512193
e1e4e6adb91014e3979bcb9eb03cf20e21bf8ba4,0.16304347826086957,0.19480519480519481,0.17751479289940827
2095b287de8d95663bcf3e3bbd1b5767014a70ba,0.13114754098360656,0.07547169811320754,0.09580838323353293
a02e362c5b8f049848ce718b37b96117485461cf,0.02564102564102564,0.012345679012345678,0.016666666666666666
fa59225c6d3b15dc12986ed8c0d0447f84dbd514,0.09090909090909091,0.053763440860215055,0.06756756756756756
75fdaee82f6d0545a86b9d28b947186ce4b2a088,0.23529411764705882,0.05517241379310345,0.0893854748603352
42482902d939b1d1e1182a58a5b313fde9b8484f,0.1111111111111111,0.05309734513274336,0.0718562874251497
5c0000c2d4d327f62fbee252d4c749dc05c3adef,0.2777777777777778,0.06880733944954129,0.11029411764705882
8cbab1e00c52ae5b6405e221fc0eefeae00e3454,0.16,0.12195121951219512,0.13840830449826988
2f714a80804beb25790b1cf681a00659a79308bb,0.12121212121212122,0.028985507246376812,0.046783625730994156
2456eb006797ddc4afc4e0533113c9167fbb24c7,0.08888888888888889,0.03508771929824561,0.05031446540880503
dffbeedddb9c088c2583f1ebe1a400d227fb3efa,0.3181818181818182,0.2,0.2456140350877193
0e28a2e66c7fdbb795e067a8f4207ace4d186715,0.25471698113207547,0.3176470588235294,0.2827225130890052
a8eb7e7d14517a32761b8609a6f4b0b1c7de9597,0.10256410256410256,0.041237113402061855,0.058823529411764705
76e0aa30e7033a161a11ce7c4692822772f63ade,0.08196721311475409,0.033783783783783786,0.04784688995215312
7f53ab255bad30f06dccb9041db53f4b8f5ad29c,0.4444444444444444,0.1568627450980392,0.23188405797101447
d4ae67cb89d437ae68092f3857f13412bc66468e,0.25,0.15555555555555556,0.1917808219178082
e32ccb936e9e893c76d5617ce7ef93fb4cff073f,0.36363636363636365,0.13636363636363635,0.1983471074380165
c616ac720686f6bff26a9b26bd11f3f121e1680d,0.2647058823529412,0.17307692307692307,0.20930232558139533
e37141261ab4b869791fac5d23c9d0f159b5e101,0.9259259259259259,0.1358695652173913,0.2369668246445498
7914d21928b792db0bcd960714eb5eb57b9eb1fa,0.04225352112676056,0.02857142857142857,0.034090909090909095
8a785f86259fbb58cea178a9f3bc3753cb98bf63,0.08771929824561403,0.03875968992248062,0.05376344086021505
dd6189ef1ef515107dce3b3a9182738754f80699,0.1282051282051282,0.050505050505050504,0.07246376811594203
6d5e7b866c0737dbd4e954edfc2d433a84a8ee8d,0.17391304347826086,0.0784313725490196,0.10810810810810811
2f846ec6c3c3b1fb9d8dd5b7d6059020921d379d,0.12903225806451613,0.038834951456310676,0.05970149253731343
3cdbd075ad223e7a4a41babbecb14983eafba1fd,0.08823529411764706,0.030303030303030304,0.04511278195488722
18f7505fa80eaa981a2f52fbb96fcea5908cd4ee,0.3898305084745763,0.24210526315789474,0.2987012987012987
458950e2004f4ad45946df4786efcbb68d693dbe,0.09090909090909091,0.04310344827586207,0.058479532163742694
55bbb82735d7bdbad5ab14b9b41df1efe25bb5ec,0.22857142857142856,0.06722689075630252,0.10389610389610389
9b678de1b0800ff21214177b115f73ff0b9db2ea,0.3684210526315789,0.13333333333333333,0.1958041958041958
04310ac4c80c9a47db827a195de8f981eb81f4f9,0.04081632653061224,0.015384615384615385,0.0223463687150838
d9f303f58c644eab9e600cf36516a62936efb0eb,0.3076923076923077,0.1095890410958904,0.1616161616161616
